Gender,Age,AffluenceGrade,LoyaltyCardTenure,OrganicsPurchaseCount,OrganicsPurchaseIndicator,TotalSpend
F,78.0,12.0,6.0,1,1,5000.0
M,49.0,10.0,5.0,0,0,5000.0
M,66.0,3.0,3.0,0,0,7500.0
M,71.0,4.0,27.0,0,0,1000.0
F,65.0,11.0,5.0,0,0,1000.0
F,28.0,11.0,10.0,1,1,600.0
F,59.0,12.0,9.0,2,1,10586.82
M,69.0,8.0,4.0,1,1,4000.0
F,50.0,10.0,6.0,0,0,1000.0
M,55.0,11.0,2.0,0,0,6000.0
F,79.0,9.0,12.0,0,0,6000.0
F,32.0,10.0,4.0,2,1,2000.0
F,58.0,8.0,4.0,0,0,6000.0
F,70.0,9.0,9.0,0,0,100.0
M,47.0,9.0,7.0,2,1,6053.35
F,67.0,4.0,3.0,0,0,21506.85
M,68.0,5.0,8.0,0,0,3052.66
F,49.0,6.0,6.0,1,1,5480.0
M,67.0,10.0,3.0,0,0,20666.88
F,60.0,6.0,3.0,0,0,20354.22
M,65.0,8.0,30.0,1,1,6053.35
M,66.0,9.0,8.0,0,0,6050.0
F,66.0,14.0,5.0,0,0,4000.0
M,35.0,5.0,9.0,0,0,300.0
F,31.0,9.0,8.0,0,0,2450.0
F,51.0,7.0,3.0,0,0,3000.0
F,64.0,11.0,11.0,1,1,3000.0
F,47.0,12.0,2.0,0,0,608.11
F,58.0,6.0,2.0,0,0,11700.0
F,65.0,7.0,9.0,0,0,22000.01
F,43.0,10.0,2.0,0,0,1500.0
F,53.0,9.0,4.0,0,0,420.0
M,58.0,8.0,5.0,0,0,2000.0
F,70.0,9.0,25.0,0,0,3000.0
M,47.0,8.0,8.0,0,0,50.01
F,70.0,11.0,10.0,0,0,3000.0
F,45.0,8.0,2.0,0,0,1000.0
F,72.0,13.0,7.0,0,0,9025.0
M,56.0,4.0,9.0,0,0,6000.0
F,61.0,8.0,12.0,0,0,4000.0
M,59.0,12.0,9.0,0,0,1000.0
F,51.0,10.0,8.0,2,1,3000.0
M,67.0,4.0,8.0,0,0,3000.0
M,61.0,5.0,4.0,0,0,1000.0
F,46.0,8.0,9.0,0,0,900.0
F,41.0,12.0,13.0,1,1,1000.0
M,67.0,7.0,5.0,0,0,10000.0
F,65.0,8.0,3.0,0,0,10000.0
F,58.0,8.0,6.0,1,1,7000.0
F,45.0,7.0,7.0,0,0,1200.0
F,60.0,9.0,26.0,0,0,1548.22
M,31.0,9.0,6.0,0,0,6000.0
F,46.0,12.0,2.0,0,0,50.0
F,71.0,9.0,5.0,0,0,12000.0
F,50.0,7.0,9.0,0,0,1017.55
F,71.0,14.0,7.0,0,0,3000.0
M,71.0,9.0,5.0,1,1,15000.0
M,79.0,6.0,5.0,0,0,6053.35
F,72.0,11.0,7.0,1,1,9000.0
F,75.0,5.0,8.0,1,1,12000.0
F,38.0,11.0,9.0,1,1,500.0
M,64.0,6.0,7.0,0,0,3000.0
F,61.0,12.0,8.0,0,0,1000.0
F,46.0,8.0,5.0,0,0,1500.0
M,70.0,12.0,3.0,0,0,11381.64
M,65.0,12.0,5.0,0,0,6315.0
F,35.0,14.0,5.0,1,1,600.0
F,68.0,6.0,8.0,1,1,9000.0
F,64.0,9.0,6.0,1,1,6053.34
M,72.0,10.0,8.0,0,0,9000.0
M,53.0,10.0,4.0,0,0,1500.0
M,79.0,7.0,7.0,0,0,3052.66
F,51.0,14.0,8.0,0,0,3000.0
M,66.0,9.0,2.0,0,0,12000.0
F,26.0,10.0,5.0,1,1,50.0
F,48.0,9.0,2.0,0,0,4000.0
F,71.0,6.0,5.0,0,0,15000.0
F,42.0,19.0,7.0,2,1,47000.0
M,68.0,4.0,5.0,0,0,6000.0
F,67.0,7.0,11.0,1,1,1750.0
M,70.0,9.0,5.0,0,0,2500.0
F,65.0,16.0,5.0,1,1,600.0
F,52.0,9.0,4.0,0,0,6000.0
M,61.0,6.0,8.0,0,0,6105.32
F,42.0,5.0,5.0,1,1,12444.84
M,54.0,9.0,7.0,0,0,2100.0
M,73.0,12.0,8.0,1,1,9000.0
F,51.0,5.0,12.0,0,0,34042.37
F,58.0,9.0,3.0,0,0,6000.0
F,51.0,8.0,6.0,0,0,12215.28
M,58.0,6.0,2.0,0,0,6000.0
M,30.0,13.0,9.0,1,1,1000.0
M,68.0,3.0,5.0,0,0,6000.0
M,60.0,10.0,9.0,0,0,15000.0
F,41.0,12.0,3.0,2,1,3000.0
F,78.0,10.0,4.0,1,1,10000.0
M,76.0,7.0,14.0,0,0,6000.0
F,51.0,18.0,6.0,2,1,636.57
M,58.0,10.0,5.0,0,0,11053.35
F,58.0,11.0,10.0,0,0,4620.0
F,61.0,11.0,4.0,0,0,5000.0
M,64.0,7.0,12.0,0,0,13195.7
F,66.0,8.0,7.0,0,0,600.01
M,63.0,8.0,2.0,0,0,6000.0
F,55.0,9.0,5.0,0,0,1000.0
M,55.0,3.0,7.0,0,0,5087.76
F,45.0,4.0,9.0,0,0,300.0
F,64.0,8.0,4.0,0,0,6545.51
F,49.0,6.0,5.0,0,0,3000.0
F,73.0,14.0,4.0,0,0,10000.0
F,51.0,7.0,4.0,0,0,3000.0
M,61.0,10.0,4.0,0,0,5000.0
F,67.0,8.0,6.0,0,0,4000.0
M,63.0,10.0,5.0,0,0,5000.0
F,49.0,5.0,8.0,0,0,1800.0
M,56.0,5.0,5.0,0,0,1000.01
M,44.0,9.0,4.0,0,0,600.0
F,38.0,10.0,5.0,1,1,2000.0
F,58.0,24.0,9.0,2,1,1000.0
F,46.0,3.0,2.0,1,1,2100.0
F,56.0,8.0,8.0,0,0,1000.0
F,22.0,11.0,6.0,1,1,360.0
M,51.0,10.0,6.0,0,0,3000.0
M,36.0,7.0,8.0,0,0,12000.0
F,62.0,5.0,13.0,0,0,18000.0
F,74.0,11.0,9.0,0,0,33266.31
M,69.0,4.0,8.0,0,0,3000.0
F,48.0,10.0,4.0,0,0,9465.78
M,69.0,7.0,9.0,1,1,4000.0
F,52.0,8.0,4.0,0,0,10000.0
F,69.0,10.0,4.0,0,0,6107.64
F,47.0,5.0,9.0,0,0,9370.38
F,53.0,6.0,2.0,0,0,6000.0
F,66.0,15.0,8.0,0,0,6000.0
F,67.0,6.0,8.0,0,0,3000.0
F,73.0,8.0,8.0,0,0,9000.0
F,53.0,6.0,2.0,0,0,6000.0
M,74.0,7.0,11.0,0,0,1000.0
M,73.0,11.0,3.0,0,0,20503.07
F,73.0,16.0,7.0,0,0,2000.01
F,62.0,6.0,5.0,0,0,3000.0
F,63.0,6.0,3.0,0,0,6025.0
M,47.0,5.0,13.0,0,0,500.0
F,53.0,7.0,6.0,0,0,3205.0
F,38.0,15.0,4.0,2,1,1600.0
M,66.0,13.0,4.0,0,0,1000.0
F,67.0,15.0,7.0,0,0,5052.66
F,71.0,11.0,14.0,0,0,3000.0
M,56.0,9.0,5.0,0,0,6000.0
F,43.0,7.0,4.0,0,0,420.0
M,68.0,12.0,4.0,0,0,30075.0
F,60.0,14.0,4.0,1,1,720.0
M,63.0,5.0,12.0,0,0,2000.0
F,45.0,10.0,11.0,0,0,3500.0
F,64.0,11.0,2.0,0,0,6000.0
F,70.0,8.0,10.0,0,0,1141.73
F,50.0,10.0,4.0,0,0,2000.0
M,59.0,10.0,9.0,0,0,1600.0
F,42.0,9.0,5.0,1,1,8000.0
F,51.0,9.0,8.0,0,0,12105.32
M,59.0,4.0,6.0,0,0,2500.0
F,48.0,6.0,6.0,0,0,6053.35
F,69.0,8.0,8.0,0,0,6000.01
M,48.0,6.0,4.0,0,0,6000.0
F,79.0,11.0,9.0,0,0,3000.0
M,58.0,6.0,6.0,0,0,5141.25
M,78.0,9.0,3.0,0,0,18945.75
F,51.0,8.0,2.0,0,0,6000.0
F,67.0,5.0,2.0,0,0,6000.0
F,51.0,9.0,3.0,0,0,3000.0
F,62.0,8.0,2.0,0,0,6000.0
F,78.0,4.0,7.0,0,0,5800.0
F,70.0,9.0,4.0,0,0,11000.0
M,66.0,2.0,31.0,0,0,12053.35
M,50.0,9.0,6.0,0,0,6053.35
F,44.0,5.0,3.0,1,1,1000.0
M,69.0,4.0,5.0,0,0,3000.0
F,36.0,8.0,4.0,0,0,816.0
M,50.0,5.0,10.0,0,0,50.0
F,73.0,5.0,12.0,0,0,6000.0
F,60.0,4.0,5.0,0,0,5000.0
M,50.0,11.0,10.0,0,0,225.0
F,73.0,9.0,8.0,0,0,12000.0
F,52.0,4.0,2.0,0,0,11000.0
F,66.0,3.0,8.0,0,0,8535.88
F,46.0,6.0,6.0,0,0,200.0
F,33.0,14.0,8.0,3,1,2000.0
F,37.0,10.0,13.0,1,1,1105.39
F,70.0,6.0,8.0,0,0,3800.0
M,48.0,10.0,8.0,0,0,1427.01
F,69.0,12.0,4.0,1,1,6000.0
M,59.0,10.0,5.0,0,0,6053.35
F,60.0,9.0,2.0,1,1,18000.0
F,66.0,4.0,4.0,0,0,1000.0
F,63.0,7.0,4.0,0,0,11500.0
F,29.0,10.0,2.0,1,1,1500.0
M,66.0,6.0,14.0,0,0,5000.0
M,55.0,8.0,8.0,1,1,100.02
M,63.0,11.0,9.0,0,0,10600.01
F,46.0,4.0,7.0,0,0,1000.0
M,56.0,7.0,5.0,0,0,10000.0
F,65.0,12.0,2.0,1,1,6000.0
M,73.0,14.0,21.0,0,0,22000.0
F,52.0,7.0,10.0,0,0,420.01
F,62.0,5.0,8.0,0,0,12000.0
F,35.0,9.0,6.0,1,1,50.0
F,49.0,16.0,9.0,1,1,6807.84
F,53.0,10.0,5.0,0,0,4000.0
F,39.0,12.0,8.0,1,1,1000.01
F,47.0,8.0,7.0,0,0,3780.0
M,60.0,12.0,3.0,0,0,920.0
F,40.0,5.0,5.0,0,0,1250.0
F,70.0,11.0,9.0,1,1,21604.36
F,50.0,4.0,9.0,0,0,420.0
F,46.0,7.0,4.0,1,1,2000.0
M,33.0,11.0,3.0,0,0,18000.0
F,60.0,13.0,18.0,0,0,5000.0
M,52.0,13.0,2.0,0,0,12000.0
M,20.0,10.0,2.0,1,1,103.83
F,51.0,5.0,7.0,0,0,3052.66
F,39.0,7.0,9.0,1,1,6000.01
F,75.0,8.0,14.0,0,0,22252.01
F,65.0,12.0,9.0,0,0,5684.45
M,52.0,10.0,5.0,0,0,3496.03
F,66.0,11.0,10.0,1,1,30000.0
F,52.0,15.0,13.0,1,1,16500.0
F,23.0,5.0,4.0,1,1,2000.0
M,73.0,6.0,8.0,0,0,16937.6
F,69.0,10.0,6.0,0,0,12053.35
F,65.0,7.0,2.0,0,0,6000.0
M,61.0,5.0,4.0,0,0,5000.0
F,49.0,12.0,10.0,0,0,6000.0
M,67.0,7.0,24.0,0,0,6000.0
M,75.0,9.0,23.0,0,0,9000.0
F,51.0,7.0,11.0,1,1,2000.0
F,62.0,9.0,6.0,0,0,6000.0
M,60.0,11.0,30.0,0,0,22111.63
M,49.0,8.0,10.0,0,0,420.0
F,36.0,11.0,5.0,1,1,8000.0
M,39.0,12.0,6.0,1,1,12000.0
F,57.0,4.0,14.0,0,0,1000.0
M,58.0,11.0,2.0,0,0,8000.0
F,51.0,12.0,2.0,0,0,6000.0
F,51.0,5.0,30.0,0,0,3000.0
F,70.0,2.0,4.0,0,0,2500.0
F,79.0,9.0,32.0,0,0,32050.0
M,48.0,7.0,4.0,0,0,40150.0
M,70.0,8.0,16.0,0,0,52000.0
F,48.0,13.0,3.0,1,1,1000.0
F,41.0,7.0,2.0,0,0,6000.0
F,60.0,3.0,6.0,0,0,1000.0
M,33.0,4.0,8.0,0,0,500.0
M,63.0,8.0,13.0,0,0,500.0
F,73.0,6.0,5.0,0,0,3000.0
M,43.0,8.0,6.0,0,0,6107.64
F,43.0,13.0,6.0,0,0,2937.77
F,50.0,7.0,2.0,0,0,4000.0
F,66.0,7.0,8.0,0,0,9000.0
M,72.0,6.0,4.0,0,0,16000.0
F,76.0,10.0,21.0,1,1,6000.0
M,61.0,9.0,2.0,0,0,6000.0
M,43.0,4.0,2.0,0,0,2000.0
F,73.0,9.0,9.0,0,0,6000.0
M,53.0,8.0,4.0,0,0,4000.0
F,75.0,4.0,10.0,1,1,4500.0
F,57.0,7.0,9.0,0,0,2200.0
F,59.0,6.0,9.0,0,0,11323.14
F,57.0,5.0,7.0,0,0,3000.0
F,28.0,9.0,5.0,0,0,25.0
F,45.0,11.0,9.0,0,0,6053.34
F,43.0,9.0,5.0,0,0,3000.01
F,75.0,11.0,7.0,0,0,3652.66
F,79.0,10.0,8.0,1,1,15300.0
M,73.0,8.0,5.0,0,0,1500.0
F,38.0,7.0,2.0,0,0,30.0
M,77.0,7.0,11.0,0,0,5000.0
F,39.0,17.0,10.0,0,0,100.0
F,74.0,12.0,2.0,1,1,7000.0
F,32.0,19.0,11.0,3,1,2701.27
M,20.0,9.0,2.0,1,1,2000.0
M,57.0,9.0,12.0,0,0,30088.81
M,68.0,12.0,11.0,0,0,2000.0
M,78.0,7.0,14.0,0,0,6000.0
F,63.0,11.0,6.0,1,1,6053.35
M,77.0,10.0,29.0,0,0,2000.0
F,75.0,12.0,4.0,0,0,1000.0
M,64.0,9.0,4.0,0,0,11000.0
M,39.0,7.0,11.0,0,0,46919.71
M,45.0,8.0,6.0,0,0,6053.35
M,46.0,11.0,8.0,0,0,12000.0
M,41.0,10.0,8.0,1,1,2822.34
F,75.0,10.0,5.0,0,0,21000.0
F,70.0,13.0,5.0,1,1,15000.0
M,53.0,13.0,2.0,0,0,6000.0
F,63.0,14.0,5.0,1,1,3914.18
M,47.0,11.0,8.0,0,0,50.01
F,71.0,5.0,3.0,0,0,20308.51
F,50.0,12.0,6.0,0,0,3200.0
M,48.0,8.0,4.0,0,0,4000.0
F,63.0,15.0,8.0,1,1,3600.0
M,62.0,9.0,3.0,0,0,15287.45
F,56.0,11.0,7.0,0,0,6105.32
M,46.0,8.0,11.0,0,0,900.0
F,64.0,7.0,24.0,0,0,750.0
M,68.0,6.0,9.0,0,0,17000.0
M,63.0,10.0,2.0,0,0,2000.0
M,40.0,8.0,6.0,0,0,15000.0
F,39.0,17.0,7.0,2,1,6053.82
F,68.0,10.0,16.0,0,0,12000.0
M,70.0,11.0,7.0,0,0,1200.0
F,50.0,8.0,7.0,0,0,1500.0
F,75.0,11.0,31.0,0,0,1000.0
M,69.0,9.0,4.0,0,0,6000.0
F,47.0,11.0,8.0,1,1,500.0
M,62.0,6.0,5.0,0,0,5000.0
M,52.0,6.0,8.0,0,0,3000.0
F,51.0,10.0,10.0,0,0,25000.0
F,78.0,6.0,7.0,0,0,6053.35
F,58.0,7.0,4.0,0,0,10000.0
F,41.0,5.0,7.0,0,0,27000.0
F,70.0,10.0,2.0,0,0,410.0
M,61.0,13.0,8.0,0,0,20326.3
F,34.0,8.0,9.0,1,1,300.0
F,64.0,6.0,2.0,0,0,4000.0
F,76.0,4.0,5.0,0,0,14000.0
F,62.0,11.0,4.0,1,1,1000.0
F,66.0,10.0,7.0,0,0,4626.67
F,36.0,20.0,4.0,3,1,420.0
M,28.0,3.0,7.0,1,1,550.0
F,57.0,12.0,5.0,0,0,6000.0
M,62.0,12.0,9.0,0,0,1300.01
F,69.0,9.0,7.0,0,0,3400.0
M,60.0,6.0,7.0,0,0,3000.0
F,62.0,6.0,9.0,0,0,21000.01
M,58.0,9.0,4.0,0,0,9000.0
M,62.0,8.0,15.0,0,0,5000.0
M,66.0,8.0,19.0,1,1,5000.0
F,68.0,5.0,2.0,0,0,3000.0
F,55.0,8.0,5.0,0,0,9000.0
F,68.0,12.0,7.0,0,0,50.0
F,57.0,10.0,8.0,0,0,12000.0
F,72.0,10.0,5.0,0,0,2000.0
F,61.0,5.0,3.0,0,0,6000.0
F,66.0,8.0,4.0,0,0,1000.0
F,42.0,7.0,4.0,0,0,3000.0
F,49.0,11.0,2.0,1,1,6000.0
F,34.0,11.0,6.0,1,1,26156.44
F,53.0,2.0,9.0,0,0,1026.69
M,52.0,10.0,9.0,1,1,1500.0
F,74.0,7.0,5.0,0,0,3571.56
F,63.0,8.0,3.0,0,0,20679.68
F,67.0,7.0,8.0,0,0,3000.0
M,43.0,11.0,5.0,1,1,3000.0
F,32.0,11.0,3.0,1,1,5000.0
F,76.0,5.0,2.0,0,0,6000.0
M,49.0,6.0,10.0,0,0,300.01
F,37.0,17.0,5.0,2,1,1020.0
F,66.0,4.0,9.0,0,0,1000.0
M,54.0,11.0,5.0,0,0,3200.0
F,65.0,12.0,2.0,1,1,6000.0
F,65.0,14.0,9.0,0,0,4884.25
M,51.0,13.0,6.0,0,0,6053.35
F,65.0,7.0,2.0,0,0,6000.0
F,40.0,17.0,10.0,1,1,230.0
F,34.0,4.0,5.0,1,1,1960.0
F,36.0,12.0,8.0,3,1,4250.0
F,52.0,5.0,3.0,0,0,7500.0
M,68.0,11.0,15.0,1,1,8000.0
F,51.0,7.0,11.0,0,0,100.0
F,65.0,10.0,5.0,1,1,2000.0
F,51.0,7.0,8.0,0,0,3000.0
F,55.0,10.0,6.0,0,0,50.0
M,70.0,7.0,5.0,0,0,10000.0
M,40.0,12.0,7.0,1,1,15106.69
M,59.0,4.0,2.0,0,0,1000.0
F,58.0,11.0,7.0,2,1,6053.35
M,61.0,4.0,3.0,0,0,6000.0
F,56.0,3.0,11.0,0,0,3000.0
F,26.0,8.0,2.0,1,1,6000.0
F,63.0,4.0,9.0,0,0,500.0
F,70.0,8.0,4.0,0,0,6000.0
F,65.0,8.0,9.0,0,0,10100.0
F,59.0,10.0,5.0,0,0,3000.0
M,64.0,8.0,12.0,0,0,7500.0
F,77.0,10.0,16.0,0,0,12000.0
M,63.0,6.0,3.0,0,0,6000.0
M,55.0,10.0,8.0,0,0,7800.0
F,63.0,6.0,7.0,1,1,8500.0
F,48.0,7.0,5.0,0,0,600.0
M,67.0,16.0,8.0,0,0,6105.32
F,33.0,3.0,12.0,0,0,5000.0
F,46.0,8.0,8.0,0,0,3000.0
F,53.0,4.0,12.0,0,0,6053.35
M,27.0,6.0,8.0,1,1,2600.0
F,60.0,9.0,7.0,1,1,6301.96
M,51.0,15.0,8.0,0,0,10200.0
M,65.0,4.0,6.0,0,0,6053.35
F,74.0,6.0,31.0,0,0,5669.2
F,33.0,12.0,2.0,1,1,6000.0
F,65.0,7.0,9.0,0,0,50.0
F,44.0,9.0,9.0,0,0,500.0
M,46.0,9.0,8.0,1,1,9600.0
F,60.0,11.0,2.0,0,0,10000.0
F,49.0,6.0,2.0,0,0,6000.0
F,71.0,11.0,6.0,0,0,1000.0
F,77.0,7.0,19.0,0,0,12053.35
M,60.0,9.0,8.0,0,0,4000.0
F,61.0,12.0,6.0,1,1,1500.0
F,74.0,6.0,6.0,0,0,1000.0
F,66.0,12.0,33.0,1,1,5000.0
F,65.0,13.0,8.0,0,0,21000.0
F,42.0,12.0,9.0,1,1,1600.0
F,40.0,15.0,9.0,0,0,600.0
M,76.0,5.0,7.0,0,0,12106.69
F,57.0,12.0,13.0,1,1,1000.0
F,24.0,18.0,5.0,3,1,1460.0
M,69.0,8.0,3.0,0,0,6053.34
M,58.0,6.0,25.0,0,0,11000.0
F,65.0,9.0,3.0,1,1,20745.47
F,49.0,11.0,4.0,0,0,1900.0
M,44.0,8.0,8.0,0,0,28053.35
F,65.0,10.0,9.0,0,0,1600.0
F,48.0,9.0,4.0,0,0,6000.0
M,58.0,5.0,4.0,0,0,1200.0
M,55.0,9.0,8.0,0,0,11400.0
M,70.0,7.0,15.0,0,0,6000.0
F,57.0,7.0,5.0,0,0,4503.6
F,32.0,11.0,6.0,0,0,150.0
F,58.0,7.0,4.0,0,0,5000.0
M,77.0,8.0,25.0,0,0,13500.0
F,75.0,5.0,7.0,0,0,6105.32
F,72.0,7.0,20.0,0,0,2500.0
F,63.0,9.0,10.0,0,0,10700.0
F,65.0,12.0,2.0,0,0,3000.0
F,73.0,7.0,6.0,0,0,16028.58
F,30.0,8.0,4.0,1,1,7000.0
F,49.0,6.0,5.0,0,0,4000.0
F,71.0,5.0,12.0,0,0,5200.0
M,73.0,9.0,8.0,1,1,8551.81
M,53.0,6.0,5.0,0,0,600.0
F,50.0,5.0,3.0,0,0,12000.0
F,37.0,7.0,10.0,1,1,50.0
F,77.0,4.0,12.0,0,0,2966.99
M,50.0,6.0,8.0,0,0,3000.0
M,36.0,8.0,4.0,0,0,5000.0
F,74.0,4.0,11.0,0,0,10500.0
F,68.0,10.0,4.0,0,0,1000.0
M,33.0,7.0,6.0,0,0,480.0
M,57.0,3.0,5.0,0,0,12030.23
F,70.0,10.0,4.0,1,1,6053.34
F,57.0,9.0,3.0,0,0,1000.0
F,69.0,7.0,7.0,0,0,24106.7
F,68.0,9.0,9.0,0,0,3000.0
F,44.0,9.0,7.0,1,1,1200.0
F,47.0,3.0,7.0,0,0,2000.0
F,56.0,8.0,2.0,0,0,1000.0
F,65.0,6.0,6.0,0,0,17053.35
M,61.0,15.0,8.0,0,0,3000.01
F,52.0,10.0,8.0,0,0,6105.32
M,69.0,9.0,3.0,0,0,20350.98
F,65.0,4.0,2.0,0,0,1500.0
M,77.0,5.0,26.0,1,1,4125.19
F,60.0,8.0,11.0,1,1,22400.34
F,29.0,13.0,8.0,1,1,550.0
M,44.0,6.0,5.0,0,0,6000.0
F,70.0,9.0,5.0,0,0,1500.0
F,60.0,8.0,2.0,0,0,12000.0
F,46.0,5.0,5.0,0,0,7910.0
F,39.0,16.0,11.0,2,1,500.0
M,37.0,10.0,8.0,1,1,100.0
M,60.0,9.0,3.0,0,0,20161.21
F,78.0,6.0,2.0,0,0,10590.28
F,54.0,8.0,8.0,0,0,2000.0
M,46.0,12.0,5.0,0,0,1250.0
M,53.0,8.0,7.0,0,0,1500.0
F,51.0,18.0,4.0,0,0,11500.0
F,41.0,12.0,10.0,1,1,1500.0
M,39.0,4.0,9.0,0,0,3000.0
F,26.0,5.0,2.0,1,1,6000.0
M,44.0,13.0,7.0,1,1,24105.33
F,75.0,8.0,15.0,0,0,1000.0
F,33.0,9.0,9.0,1,1,720.0
M,49.0,11.0,8.0,1,1,7500.0
M,34.0,3.0,3.0,0,0,1500.0
M,64.0,5.0,2.0,0,0,3000.0
F,48.0,8.0,5.0,0,0,420.0
M,67.0,10.0,2.0,0,0,6000.0
F,79.0,7.0,12.0,1,1,3050.0
F,76.0,6.0,18.0,0,0,1750.0
M,58.0,7.0,4.0,0,0,600.0
F,53.0,8.0,9.0,1,1,1000.0
F,49.0,18.0,8.0,2,1,10880.5
M,76.0,10.0,33.0,0,0,1000.0
M,75.0,11.0,14.0,0,0,16919.71
M,61.0,7.0,2.0,1,1,3000.0
F,62.0,7.0,6.0,0,0,2500.0
F,40.0,2.0,5.0,0,0,2100.01
F,63.0,8.0,17.0,0,0,200.0
F,75.0,7.0,18.0,0,0,5000.0
F,72.0,8.0,31.0,0,0,10958.49
F,55.0,7.0,9.0,0,0,3100.0
M,60.0,6.0,9.0,0,0,850.0
M,34.0,8.0,8.0,1,1,420.0
F,33.0,10.0,11.0,1,1,4000.0
F,49.0,8.0,2.0,0,0,5000.0
M,41.0,7.0,5.0,0,0,6000.0
F,57.0,12.0,6.0,0,0,3050.12
F,76.0,15.0,4.0,0,0,5000.0
M,65.0,11.0,4.0,0,0,10000.0
F,38.0,2.0,2.0,0,0,1250.0
F,69.0,7.0,7.0,1,1,18140.78
M,45.0,5.0,6.0,0,0,6000.0
F,44.0,7.0,5.0,1,1,9106.7
F,30.0,14.0,5.0,0,0,7300.0
F,59.0,8.0,9.0,0,0,7600.0
M,35.0,5.0,2.0,0,0,600.0
M,52.0,8.0,5.0,0,0,6000.0
F,18.0,6.0,2.0,0,0,3000.0
M,51.0,7.0,5.0,0,0,6000.0
F,77.0,9.0,3.0,0,0,18000.0
M,41.0,12.0,5.0,0,0,1000.0
F,56.0,11.0,9.0,0,0,500.0
F,70.0,7.0,7.0,1,1,2500.0
F,66.0,3.0,8.0,0,0,3000.0
M,49.0,10.0,3.0,0,0,3000.0
F,57.0,15.0,3.0,0,0,1143.6
F,40.0,7.0,5.0,0,0,1000.0
F,55.0,20.0,11.0,1,1,5997.7
F,42.0,8.0,11.0,1,1,1020.0
M,36.0,9.0,5.0,0,0,3400.0
M,62.0,10.0,11.0,0,0,1521.11
F,58.0,9.0,3.0,2,1,10000.0
M,65.0,8.0,5.0,0,0,1411.23
M,33.0,5.0,3.0,0,0,313.8
F,75.0,14.0,4.0,1,1,30000.0
F,44.0,13.0,8.0,1,1,800.0
F,56.0,10.0,8.0,2,1,1000.0
M,70.0,6.0,7.0,0,0,3000.0
M,52.0,8.0,2.0,0,0,18000.0
F,50.0,2.0,2.0,0,0,2000.0
F,53.0,11.0,14.0,0,0,6000.0
F,77.0,8.0,2.0,0,0,6000.0
F,51.0,4.0,10.0,0,0,3050.0
F,51.0,12.0,9.0,0,0,300.0
M,38.0,6.0,9.0,0,0,600.0
F,34.0,6.0,5.0,1,1,480.0
M,66.0,5.0,16.0,0,0,5000.0
F,77.0,8.0,6.0,1,1,7000.0
M,61.0,11.0,6.0,0,0,9800.0
F,67.0,11.0,11.0,0,0,20333.63
M,45.0,7.0,4.0,0,0,840.0
M,64.0,8.0,4.0,0,0,6000.0
F,38.0,10.0,8.0,1,1,285.01
F,73.0,7.0,8.0,0,0,4884.25
F,69.0,9.0,2.0,1,1,3000.0
F,64.0,7.0,10.0,0,0,3420.0
F,58.0,4.0,9.0,0,0,1000.0
F,35.0,7.0,4.0,0,0,600.0
F,65.0,9.0,12.0,0,0,4490.6
F,56.0,4.0,5.0,0,0,2500.0
M,72.0,15.0,4.0,0,0,2200.0
F,65.0,12.0,7.0,0,0,6105.32
M,62.0,9.0,11.0,0,0,6105.32
M,52.0,7.0,4.0,0,0,600.0
F,61.0,10.0,8.0,0,0,3000.0
F,37.0,7.0,5.0,0,0,720.0
F,79.0,10.0,8.0,0,0,3600.01
F,47.0,8.0,5.0,1,1,1000.0
F,52.0,6.0,4.0,0,0,5000.0
M,38.0,8.0,9.0,0,0,300.0
M,55.0,3.0,2.0,0,0,6000.0
F,78.0,8.0,9.0,0,0,12107.64
F,44.0,11.0,10.0,2,1,600.0
F,62.0,7.0,9.0,0,0,5000.0
F,54.0,3.0,5.0,0,0,1600.0
F,78.0,12.0,31.0,0,0,8000.0
F,59.0,8.0,7.0,0,0,12106.7
F,49.0,6.0,3.0,0,0,6000.0
M,64.0,6.0,5.0,0,0,6053.35
M,50.0,6.0,4.0,0,0,3000.0
F,70.0,7.0,8.0,0,0,3000.0
F,58.0,9.0,3.0,1,1,20369.93
M,73.0,6.0,2.0,0,0,15000.0
F,47.0,11.0,11.0,0,0,1250.0
M,75.0,6.0,2.0,0,0,4000.0
M,61.0,7.0,9.0,0,0,9715.77
F,78.0,7.0,4.0,0,0,2400.0
F,29.0,11.0,3.0,0,0,20768.63
F,70.0,5.0,18.0,0,0,6105.32
F,69.0,5.0,5.0,0,0,6000.0
M,52.0,16.0,2.0,2,1,12000.0
M,78.0,8.0,2.0,1,1,3000.0
F,45.0,16.0,2.0,2,1,9000.0
M,26.0,8.0,3.0,0,0,2500.0
F,58.0,7.0,5.0,0,0,2233.01
F,49.0,15.0,8.0,0,0,3000.0
F,64.0,7.0,2.0,0,0,18000.0
F,65.0,7.0,2.0,0,0,3000.0
F,38.0,7.0,13.0,1,1,3000.0
F,38.0,13.0,5.0,1,1,1000.0
M,46.0,15.0,11.0,1,1,600.01
F,59.0,13.0,10.0,1,1,6000.0
M,34.0,8.0,7.0,0,0,9500.0
F,64.0,5.0,7.0,0,0,26306.7
F,61.0,11.0,7.0,0,0,1000.0
M,51.0,9.0,2.0,0,0,12000.0
M,34.0,8.0,2.0,0,0,3250.0
M,53.0,7.0,2.0,0,0,6000.0
M,72.0,5.0,8.0,0,0,9000.0
